"code","canonicalCode","displayCode","sourceMeaningEn","normalizedMeaningDraftRu","categoryCandidate","sourceManualId","sourceManualTitle","sourceDocument","sourcePath","sourceSection","sourcePage","sourceContext","confidence","alreadyInGmv6Runtime","existingRuntimePath","actionRecommendation","reason"
"L0","L0","L0","Malfunction of IDU","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/l0.json","already-covered","Existing GMV6 runtime card retained."
"L1","L1","L1","Protection of indoor fan","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/l1.json","already-covered","Existing GMV6 runtime card retained."
"L2","L2","L2","Auxiliary heating protection","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/l2.json","already-covered","Existing GMV6 runtime card retained."
"L3","L3","L3","Water-full protection","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/l3.json","already-covered","Existing GMV6 runtime card retained."
"L4","L4","L4","Abnormal Power for wired controller","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/l4.json","already-covered","Existing GMV6 runtime card retained."
"L5","L5","L5","Freeze prevention protection","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/l5.json","already-covered","Existing GMV6 runtime card retained."
"L6","L6","L6","Mode conflict","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/l6.json","already-covered","Existing GMV6 runtime card retained."
"L7","L7","L7","No main IDU","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/l7.json","already-covered","Existing GMV6 runtime card retained."
"L8","L8","L8","Power is insufficient","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/l8.json","already-covered","Existing GMV6 runtime card retained."
"L9","L9","L9","For single control over multiple units, number of IDU is inconsistent (HBS network)","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/l9.json","already-covered","Existing GMV6 runtime card retained."
"LA","LA","LA","For single control over multiple units, IDU series is inconsistent (HBS network)","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/la.json","already-covered","Existing GMV6 runtime card retained."
"Lb","LB","Lb","For single control over multiple units, IDU is inconsistent (reheating-dehumidifying system)","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/lb.json","already-covered","Existing GMV6 runtime card retained."
"LC","LC","LC","IDU is not matching with outdoor unit","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/lc.json","already-covered","Existing GMV6 runtime card retained."
"LE","LE","LE","Rotation speed of EC DC water pump is abnormal","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/le.json","already-covered","Existing GMV6 runtime card retained."
"LF","LF","LF","Malfunction of shunt valve setting","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/lf.json","already-covered","Existing GMV6 runtime card retained."
"LH","LH","LH","Alarm due to bad air quality","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/lh.json","already-covered","Existing GMV6 runtime card retained."
"LJ","LJ","LJ","Setting of functional DIP switch code is wrong","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/lj.json","already-covered","Existing GMV6 runtime card retained."
"LL","LL","LL","Malfunction of water flow switch","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/ll.json","already-covered","Existing GMV6 runtime card retained."
"LP","LP","LP","Zero-crossing malfunction of PG motor","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/lp.json","already-covered","Existing GMV6 runtime card retained."
"LU","LU","LU","Zero-crossing malfunction of PG motor","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/lu.json","already-covered","Existing GMV6 runtime card retained."
"n0","N0","n0","SE operation setting of system","Already covered in GMV6 runtime before ED-24GEC.13A","status","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/n0.json","already-covered","Existing GMV6 runtime card retained."
"n2","N2","n2","Settings Status of Maximum Capacity Configuration Rate for indoor and outdoor units","Already covered in GMV6 runtime before ED-24GEC.13A","status","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/n2.json","already-covered","Existing GMV6 runtime card retained."
"n3","N3","n3","Compulsory defrosting","Already covered in GMV6 runtime before ED-24GEC.13A","status","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/n3.json","already-covered","Existing GMV6 runtime card retained."
"n4","N4","n4","Limit setting for max. capacity/output capacity","Already covered in GMV6 runtime before ED-24GEC.13A","status","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/n4.json","already-covered","Existing GMV6 runtime card retained."
"n5","N5","n5","Compulsory excursion of engineering code of IDU","Already covered in GMV6 runtime before ED-24GEC.13A","status","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/n5.json","already-covered","Existing GMV6 runtime card retained."
"n6","N6","n6","Inquiry of malfunction","Already covered in GMV6 runtime before ED-24GEC.13A","status","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/n6.json","already-covered","Existing GMV6 runtime card retained."
"n7","N7","n7","Inquiry of parameters","Already covered in GMV6 runtime before ED-24GEC.13A","status","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/n7.json","already-covered","Existing GMV6 runtime card retained."
"n8","N8","n8","Inquiry of project code of IDU","Already covered in GMV6 runtime before ED-24GEC.13A","status","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/n8.json","already-covered","Existing GMV6 runtime card retained."
"n9","N9","n9","Check quantity of IDU on line","Already covered in GMV6 runtime before ED-24GEC.13A","status","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/n9.json","already-covered","Existing GMV6 runtime card retained."
"nA","NA","nA","Heat pump unit","Already covered in GMV6 runtime before ED-24GEC.13A","status","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/na.json","already-covered","Existing GMV6 runtime card retained."
"nb","NB","nb","Bar code inquiry","Already covered in GMV6 runtime before ED-24GEC.13A","status","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/nb.json","already-covered","Existing GMV6 runtime card retained."
"nC","NC","nC","Cooling only unit","Already covered in GMV6 runtime before ED-24GEC.13A","status","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/nc.json","already-covered","Existing GMV6 runtime card retained."
"nE","NE","nE","Negative code","Already covered in GMV6 runtime before ED-24GEC.13A","status","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/ne.json","already-covered","Existing GMV6 runtime card retained."
"nF","NF","nF","Fan model","Already covered in GMV6 runtime before ED-24GEC.13A","status","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/nf.json","already-covered","Existing GMV6 runtime card retained."
"nH","NH","nH","Heating only unit","Already covered in GMV6 runtime before ED-24GEC.13A","status","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/nh.json","already-covered","Existing GMV6 runtime card retained."
"nJ","NJ","nJ","High temperature prevention when heating","Already covered in GMV6 runtime before ED-24GEC.13A","status","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/nj.json","already-covered","Existing GMV6 runtime card retained."
"nn","NN","nn","Length modification of connection pipe of ODU","Already covered in GMV6 runtime before ED-24GEC.13A","status","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/nn.json","already-covered","Existing GMV6 runtime card retained."
"nU","NU","nU","Eliminate the long-distance shielding command of IDU","Already covered in GMV6 runtime before ED-24GEC.13A","status","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/nu.json","already-covered","Existing GMV6 runtime card retained."
"o0","O0","o0","Other drive malfunction","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/o0.json","already-covered","Existing GMV6 runtime card retained."
"o1","O1","o1","Low bus bar voltage of IDU","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/o1.json","already-covered","Existing GMV6 runtime card retained."
"o2","O2","o2","High bus bar voltage of IDU","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/o2.json","already-covered","Existing GMV6 runtime card retained."
"o3","O3","o3","IPM module protection of IDU","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/o3.json","already-covered","Existing GMV6 runtime card retained."
"o4","O4","o4","Failure startup of IDU","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/o4.json","already-covered","Existing GMV6 runtime card retained."
"o5","O5","o5","Over-current protection of IDU","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/o5.json","already-covered","Existing GMV6 runtime card retained."
"o6","O6","o6","Current detection circuit malfunction of IDU","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/o6.json","already-covered","Existing GMV6 runtime card retained."
"o7","O7","o7","Desynchronizing protection of IDU","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/o7.json","already-covered","Existing GMV6 runtime card retained."
"o8","O8","o8","Communication malfunction of IDU?s drive","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/o8.json","already-covered","Existing GMV6 runtime card retained."
"o9","O9","o9","Communication malfunction of main mater of IDU","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/o9.json","already-covered","Existing GMV6 runtime card retained."
"oA","OA","oA","High temperature of IDU?s module","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/oa.json","already-covered","Existing GMV6 runtime card retained."
"ob","OB","ob","Malfunction of temperature sensor of IDU?s module","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/ob.json","already-covered","Existing GMV6 runtime card retained."
"oC","OC","oC","Charging circuit malfunction of IDU","Already covered in GMV6 runtime before ED-24GEC.13A","indoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/oc.json","already-covered","Existing GMV6 runtime card retained."
"P0","P0","P0","Malfunction of driving board of compressor","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/p0.json","already-covered","Existing GMV6 runtime card retained."
"P1","P1","P1","Driving board of compressor operates abnormally","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/p1.json","already-covered","Existing GMV6 runtime card retained."
"P2","P2","P2","Voltage protection of driving board power of compressor","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/p2.json","already-covered","Existing GMV6 runtime card retained."
"P3","P3","P3","Reset protection of driving module of compressor","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/p3.json","already-covered","Existing GMV6 runtime card retained."
"P4","P4","P4","Drive PFC protection of compressor","Already covered in GMV6 runtime before ED-24GEC.13A","outdoor","gree-gmv6-service-manual-2020-09","Service Manual for GMV6 v_2020.09","GC202001-I","artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf","Chapter 3 Faults / Error Indication","legacy inventory","Existing GMV6 runtime card before fresh manual delta stage.","high","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/p4.json","already-covered","Existing GMV6 runtime card retained."
