code,canonicalCode,displayCode,sectionNumber,sectionTitle,sourceMeaningEn,normalizedMeaningRu,equipmentSide,proposedRuntimeFolder,sourceManualId,sourceManualPath,sourceLineOrContext,alreadyInRuntime,existingRuntimePath,action,reason
o8,o8,,,Faults / Error Indication,Communication malfunction of IDU’s drive,неисправность связи и адресации,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor o8 / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/o8.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
o9,o9,,,Faults / Error Indication,Communication malfunction of main mater of IDU,неисправность связи и адресации,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor o9 / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/o9.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
oA,oA,,,Faults / Error Indication,High temperature of IDU’s module,неисправность инверторного привода,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor oA / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/oa.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
ob,ob,,,Faults / Error Indication,Malfunction of temperature sensor of IDU’s module,неисправность датчика,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor ob / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/ob.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
oC,oC,,,Faults / Error Indication,Charging circuit malfunction of IDU,неисправность электропитания,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor oC / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/oc.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
y1,y1,,,Faults / Error Indication,Malfunction of entry-tube temperature sensor 2,неисправность датчика,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor y1 / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/y1.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
y2,y2,,,Faults / Error Indication,Malfunction of exit-tube temperature sensor 2,неисправность датчика,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor y2 / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/y2.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
y7,y7,,,Faults / Error Indication,Malfunction of fresh air inlet temperature sensor,неисправность датчика,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor y7 / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/y7.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
y8,y8,,,Faults / Error Indication,Malfunction of IDU’s air box sensor,неисправность датчика,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor y8 / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/y8.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
yA,yA,,,Faults / Error Indication,Malfunction of IFD,неисправность оборудования,indoor,gmv6/indoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Indoor yA / PDF page 74 / manual page 72,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/ya.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
A0,A0,,,Unit waiting for debugging,Unit waiting for debugging,состояние ожидания пусконаладки,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,data/reference/gree-official-support-error-catalog/подтверждённый/Gree-GMV-A0.подтверждённый.json,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/a0.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
A2,A2,,2.2,Faults / Error Indication,Refrigerant recovery operation of after- sales,состояние холодильного контура,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status A2 / PDF page 77 / manual page 75; Troubleshooting 2.2 / PDF page 78 / manual page 76,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/a2.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
A3,A3,,2.3,Faults / Error Indication,Defrosting,состояние холодильного контура,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status A3 / PDF page 77 / manual page 75; Troubleshooting 2.3 / PDF page 78 / manual page 76,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/a3.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
A4,A4,,2.4,Faults / Error Indication,Oil-return,состояние холодильного контура,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status A4 / PDF page 77 / manual page 75; Troubleshooting 2.4 / PDF page 78 / manual page 76,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/a4.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
A6,A6,,2.5,Faults / Error Indication,Heat pump function setting,состояние водяного контура,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status A6 / PDF page 77 / manual page 75; Troubleshooting 2.5 / PDF page 79 / manual page 77,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/a6.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
A7,A7,,2.6,Faults / Error Indication,Quiet mode setting,состояние управления,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status A7 / PDF page 77 / manual page 75; Troubleshooting 2.6 / PDF page 79 / manual page 77,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/a7.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
A8,A8,,2.7,Faults / Error Indication,Vacuum pump mode,состояние водяного контура,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status A8 / PDF page 77 / manual page 75; Troubleshooting 2.7 / PDF page 79 / manual page 77,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/a8.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
Ab,Ab,,2.15,Faults / Error Indication,Emergency stop of operation,состояние оборудования,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status Ab / PDF page 77 / manual page 75; Troubleshooting 2.15 / PDF page 81 / manual page 79,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/ab.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
AC,AC,,2.9,Faults / Error Indication,Cooling,состояние оборудования,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status AC / PDF page 77 / manual page 75; Troubleshooting 2.9 / PDF page 79 / manual page 77,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/ac.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
Ad,Ad,,2.16,Faults / Error Indication,Limit operation,состояние оборудования,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status Ad / PDF page 77 / manual page 75; Troubleshooting 2.16 / PDF page 81 / manual page 79,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/ad.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
AE,AE,,2.11,Faults / Error Indication,Charge refrigerant manually,состояние холодильного контура,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status AE / PDF page 77 / manual page 75; Troubleshooting 2.11 / PDF page 80 / manual page 78,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/ae.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
AF,AF,,2.10,Faults / Error Indication,Fan,состояние вентилятора,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status AF / PDF page 77 / manual page 75; Troubleshooting 2.10 / PDF page 80 / manual page 78,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/af.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
AH,AH,,2.8,Faults / Error Indication,Heating,состояние оборудования,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status AH / PDF page 77 / manual page 75; Troubleshooting 2.8 / PDF page 79 / manual page 77,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/ah.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
AJ,AJ,,2.12,Faults / Error Indication,Cleaning reminding of filter,напоминание по обслуживанию оборудования,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status AJ / PDF page 77 / manual page 75; Troubleshooting 2.12 / PDF page 80 / manual page 78,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/aj.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
AL,AL,,,Faults / Error Indication,Charge refrigerant automatically,состояние холодильного контура,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status AL / PDF page 77 / manual page 75,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/al.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
An,An,,,Faults / Error Indication,Child lock status,состояние управления,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status An / PDF page 77 / manual page 75,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/an.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
AP,AP,,2.13,Faults / Error Indication,Debugging confirmation when starting up the unit,состояние управления,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status AP / PDF page 77 / manual page 75; Troubleshooting 2.13 / PDF page 80 / manual page 78,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/ap.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
AU,AU,,2.14,Faults / Error Indication,Long-distance emergency stop,состояние оборудования,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status AU / PDF page 77 / manual page 75; Troubleshooting 2.14 / PDF page 80 / manual page 78,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/au.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
Ay,Ay,,,Faults / Error Indication,Shielding status,состояние управления,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status Ay / PDF page 77 / manual page 75,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/ay.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
n0,n0,,2.113,Faults / Error Indication,SE operation setting of system,состояние управления,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status n0 / PDF page 77 / manual page 75; Troubleshooting 2.113 / PDF page 162 / manual page 160,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/n0.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
n2,n2,,2.114,n2 Settings Status of Maximum Capacity Configuration,Settings Status of Maximum Capacity Configuration Rate for indoor and outdoor units,Settings Status of Maximum Capacity Configuration Rate for indoor and outdoor units,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,Section 2.114: n2 Settings Status of Maximum Capacity Configuration / manual evidence line 8995,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/n2.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
n3,n3,,,Faults / Error Indication,Compulsory defrosting,состояние холодильного контура,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status n3 / PDF page 77 / manual page 75,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/n3.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
n4,n4,,2.115,Faults / Error Indication,Limit setting for max. capacity/output capacity,состояние управления,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status n4 / PDF page 77 / manual page 75; Troubleshooting 2.115 / PDF page 163 / manual page 161,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/n4.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
n5,n5,,,Faults / Error Indication,Compulsory excursion of engineering code of IDU,состояние оборудования,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status n5 / PDF page 77 / manual page 75,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/n5.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
n6,n6,,2.116,Faults / Error Indication,Inquiry of malfunction,состояние оборудования,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status n6 / PDF page 77 / manual page 75; Troubleshooting 2.116 / PDF page 163 / manual page 161,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/n6.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
n7,n7,,2.117,Faults / Error Indication,Inquiry of parameters,состояние оборудования,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status n7 / PDF page 77 / manual page 75; Troubleshooting 2.117 / PDF page 163 / manual page 161,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/n7.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
n8,n8,,2.118,Faults / Error Indication,Inquiry of project code of IDU,состояние оборудования,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status n8 / PDF page 77 / manual page 75; Troubleshooting 2.118 / PDF page 163 / manual page 161,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/n8.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
n9,n9,,2.119,Faults / Error Indication,Check quantity of IDU on line,состояние оборудования,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status n9 / PDF page 77 / manual page 75; Troubleshooting 2.119 / PDF page 164 / manual page 162,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/n9.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
nA,nA,,2.120,Faults / Error Indication,Heat pump unit,состояние водяного контура,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status nA / PDF page 77 / manual page 75; Troubleshooting 2.120 / PDF page 164 / manual page 162,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/na.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
nb,nb,,,Faults / Error Indication,Bar code inquiry,состояние оборудования,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status nb / PDF page 77 / manual page 75,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/nb.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
nC,nC,,2.122,Faults / Error Indication,Cooling only unit,состояние оборудования,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status nC / PDF page 77 / manual page 75; Troubleshooting 2.122 / PDF page 164 / manual page 162,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/nc.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
nE,nE,,2.123,Faults / Error Indication,Negative code,состояние оборудования,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status nE / PDF page 77 / manual page 75; Troubleshooting 2.123 / PDF page 164 / manual page 162,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/ne.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
nF,nF,,2.124,Faults / Error Indication,Fan model,состояние вентилятора,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status nF / PDF page 77 / manual page 75; Troubleshooting 2.124 / PDF page 165 / manual page 163,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/nf.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
nH,nH,,2.121,Faults / Error Indication,Heating only unit,состояние оборудования,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status nH / PDF page 77 / manual page 75; Troubleshooting 2.121 / PDF page 164 / manual page 162,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/nh.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
nJ,nJ,,,Faults / Error Indication,High temperature prevention when heating,состояние оборудования,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status nJ / PDF page 77 / manual page 75,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/nj.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
nn,nn,,,Faults / Error Indication,Length modification of connection pipe of ODU,состояние холодильного контура,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status nn / PDF page 77 / manual page 75,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/nn.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
nU,nU,,,Faults / Error Indication,Eliminate the long-distance shielding command of IDU,состояние оборудования,status,gmv6/status,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Status nU / PDF page 77 / manual page 75,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/status/nu.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
C0,C0,,,"Communication malfunction between IDU, ODU and IDU’s wired controller","Communication malfunction between IDU, ODU and IDU’s wired controller",нарушение связи,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,data/reference/gree-official-support-error-catalog/подтверждённый/Gree-GMV-C0.подтверждённый.json,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/c0.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
C1,C1,,,Faults / Error Indication,Communication malfunction between main control and DC-DC controller,сообщение о связи и адресации,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Debugging C1 / PDF page 77 / manual page 75,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/c1.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
C2,C2,,2.28,Faults / Error Indication,Communication malfunction between main control and inverter compressor driver,сообщение о связи и адресации,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Debugging C2 / PDF page 77 / manual page 75; Troubleshooting 2.28 / PDF page 92 / manual page 90,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/c2.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
C3,C3,,2.29,Faults / Error Indication,Communication malfunction between main control and inverter fan driver,сообщение о связи и адресации,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Debugging C3 / PDF page 77 / manual page 75; Troubleshooting 2.29 / PDF page 93 / manual page 91,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/c3.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
C4,C4,,2.30,Faults / Error Indication,Malfunction of lack of IDU,сообщение наладки оборудования,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Debugging C4 / PDF page 77 / manual page 75; Troubleshooting 2.30 / PDF page 94 / manual page 92,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/c4.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
C5,C5,,2.31,Faults / Error Indication,Alarm because project code of IDU is inconsistent,сообщение наладки оборудования,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Debugging C5 / PDF page 77 / manual page 75; Troubleshooting 2.31 / PDF page 95 / manual page 93,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/c5.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
C6,C6,,2.32,Faults / Error Indication,Alarm because ODU quantity is inconsistent,сообщение наладки оборудования,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Debugging C6 / PDF page 77 / manual page 75; Troubleshooting 2.32 / PDF page 95 / manual page 93,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/c6.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
C7,C7,,,Abnormal communication of converter,Abnormal communication of converter,нарушение связи преобразователя,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,data/reference/gree-official-support-error-catalog/подтверждённый/Gree-GMV-C7.подтверждённый.json,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/c7.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
C8,C8,,2.33,Faults / Error Indication,Emergency status of compressor,сообщение наладки компрессора,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Debugging C8 / PDF page 77 / manual page 75; Troubleshooting 2.33 / PDF page 96 / manual page 94,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/c8.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
C9,C9,,2.34,Faults / Error Indication,Emergency status of fan,сообщение наладки вентилятора,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Debugging C9 / PDF page 77 / manual page 75; Troubleshooting 2.34 / PDF page 96 / manual page 94,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/c9.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
CA,CA,,2.35,Faults / Error Indication,Emergency status of module,сообщение наладки инверторного привода,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Debugging CA / PDF page 77 / manual page 75; Troubleshooting 2.35 / PDF page 97 / manual page 95,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/ca.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
Cb,Cb,,2.42,Faults / Error Indication,Overflow distribution of IP address,сообщение о связи и адресации,debugging,gmv6/debugging,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Debugging Cb / PDF page 77 / manual page 75; Troubleshooting 2.42 / PDF page 100 / manual page 98,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/cb.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
